"","Corp.x","Corp.Name.x","School","School.Name.x","Performance.Points...3.8..2017","Performance.Weight...3.8..2017","Growth.Points...4.8..2017","Growth.Weight...4.8..2017","Performance.Points...10..2017","Performance.Weight...10..2017","Growth.Points...10.12..2017","Growth.Weight...10.12..2017","Mult..Measures.Points...12..2017","Mult..Measures.Weight...12..2017","Overall.Points.2017","Overall.Grade.2017","Performance.Points...3.8..2018","Performance.Weight...3.8..2018","Growth.Points...4.8..2018","Growth.Weight...4.8..2018","Performance.Points...10..2018","Performance.Weight...10..2018","Growth.Points...10.12..2018","Growth.Weight...10.12..2018","Mult..Measures.Points...12..2018","Mult..Measures.Weight...12..2018","Overall.Points.2018","Overall.Grade.2018","TraditionalPublic"
"484",3070,"Noblesville Schools","2537","Noble Crossing Elementary School",80.3,0.5,104.7,0.5,NA,NA,NA,NA,NA,NA,92.5,"A",80.5,0.5,110.2,0.5,NA,NA,NA,NA,NA,NA,95.4,"A",1
"485",3070,"Noblesville Schools","2538","Hazel Dell Elementary School",81.3,0.5,105.5,0.5,NA,NA,NA,NA,NA,NA,93.4,"A",80.4,0.5,111.4,0.5,NA,NA,NA,NA,NA,NA,95.9,"A",1
"486",3070,"Noblesville Schools","2539","Promise Road Elementary",74.6,0.5,85.2,0.5,NA,NA,NA,NA,NA,NA,79.9,"C",76.1,0.5,113.5,0.5,NA,NA,NA,NA,NA,NA,94.8,"A",1
"487",3070,"Noblesville Schools","2542","Noblesville West Middle School",79.1,0.5,108.2,0.5,NA,NA,NA,NA,NA,NA,93.7,"A",79.8,0.5,108.4,0.5,NA,NA,NA,NA,NA,NA,94.1,"A",1
"488",3070,"Noblesville Schools","2547","White River Elementary School",66.2,0.5,94.7,0.5,NA,NA,NA,NA,NA,NA,80.5,"B",65.7,0.5,106.8,0.5,NA,NA,NA,NA,NA,NA,86.3,"B",1
"489",3115,"Southern Hancock Co Com Sch Corp","2563","Brandywine Elementary School",71.1,0.5,99.9,0.5,NA,NA,NA,NA,NA,NA,85.5,"B",74.5,0.5,112.1,0.5,NA,NA,NA,NA,NA,NA,93.3,"A",1
"490",3115,"Southern Hancock Co Com Sch Corp","2564","New Palestine Elementary School",67.8,0.5,93.5,0.5,NA,NA,NA,NA,NA,NA,80.7,"B",72.4,0.5,115,0.5,NA,NA,NA,NA,NA,NA,93.7,"A",1
"491",3115,"Southern Hancock Co Com Sch Corp","2565","New Palestine High School",NA,NA,NA,NA,58.6,0.2,91.8,0.2,100,0.6,90.1,"A",NA,NA,NA,NA,59.2,0.2,107.6,0.2,100,0.6,93.4,"A",1
"492",3115,"Southern Hancock Co Com Sch Corp","2566","Doe Creek Middle School",73.2,0.5,117.7,0.5,NA,NA,NA,NA,NA,NA,95.5,"A",72.7,0.5,120.6,0.5,NA,NA,NA,NA,NA,NA,96.7,"A",1
"493",3115,"Southern Hancock Co Com Sch Corp","2567","Sugar Creek Elementary Sch",74,0.5,106,0.5,NA,NA,NA,NA,NA,NA,90,"A",70.9,0.5,95.6,0.5,NA,NA,NA,NA,NA,NA,83.3,"B",1
"494",3125,"Greenfield-Central Com Schools","2577","Maxwell Intermediate School",74.9,0.5,90.6,0.5,NA,NA,NA,NA,NA,NA,82.8,"B",77.9,0.5,107,0.5,NA,NA,NA,NA,NA,NA,92.5,"A",1
"495",3125,"Greenfield-Central Com Schools","2579","Greenfield Central Junior High Sch",65.1,0.5,90.7,0.5,NA,NA,NA,NA,NA,NA,77.9,"C",62,0.5,89,0.5,NA,NA,NA,NA,NA,NA,75.5,"C",1
"496",3125,"Greenfield-Central Com Schools","2581","Eden Elementary School",85.5,0.5,90.6,0.5,NA,NA,NA,NA,NA,NA,88.1,"B",81.9,0.5,107,0.5,NA,NA,NA,NA,NA,NA,94.5,"A",1
"497",3125,"Greenfield-Central Com Schools","2588","JB Stephens Elementary School",69.2,0.5,90.6,0.5,NA,NA,NA,NA,NA,NA,79.9,"C",78.5,0.5,107,0.5,NA,NA,NA,NA,NA,NA,92.8,"A",1
"498",3125,"Greenfield-Central Com Schools","2593","Greenfield Intermediate School",67.4,0.5,82.5,0.5,NA,NA,NA,NA,NA,NA,75,"C",71.4,0.5,103.2,0.5,NA,NA,NA,NA,NA,NA,87.3,"B",1
"499",3125,"Greenfield-Central Com Schools","2595","Greenfield-Central High School",NA,NA,NA,NA,51.2,0.2,100.8,0.2,100.4,0.6,90.6,"A",NA,NA,NA,NA,44.7,0.2,103.8,0.2,100,0.6,89.7,"B",1
"500",3125,"Greenfield-Central Com Schools","2597","Harris Elementary School",72.3,0.5,82.5,0.5,NA,NA,NA,NA,NA,NA,77.4,"C",72.3,0.5,103.2,0.5,NA,NA,NA,NA,NA,NA,87.8,"B",1
"501",3125,"Greenfield-Central Com Schools","2609","Weston Elementary School",81.9,0.5,82.5,0.5,NA,NA,NA,NA,NA,NA,82.2,"B",80.2,0.5,103.2,0.5,NA,NA,NA,NA,NA,NA,91.7,"A",1
"502",3135,"Mt Vernon Community School Corp","2558","Fortville Elementary School",75.4,0.5,109.2,0.5,NA,NA,NA,NA,NA,NA,92.3,"A",72.3,0.5,107.3,0.5,NA,NA,NA,NA,NA,NA,89.8,"B",1
"503",3135,"Mt Vernon Community School Corp","2559","Mt Vernon Middle School",67.1,0.5,107.9,0.5,NA,NA,NA,NA,NA,NA,87.5,"B",68.7,0.5,105.4,0.5,NA,NA,NA,NA,NA,NA,87.1,"B",1
"504",3135,"Mt Vernon Community School Corp","2561","Mt Comfort Elementary School",72,0.5,85.2,0.5,NA,NA,NA,NA,NA,NA,78.6,"C",73.5,0.5,97.9,0.5,NA,NA,NA,NA,NA,NA,85.7,"B",1
"505",3135,"Mt Vernon Community School Corp","2569","Mt Vernon High School",NA,NA,NA,NA,55.8,0.2,114.1,0.2,100.8,0.6,94.5,"A",NA,NA,NA,NA,58,0.2,115.6,0.2,100,0.6,94.7,"A",1
"506",3135,"Mt Vernon Community School Corp","2570","McCordsville Elementary School",76.3,0.5,104.7,0.5,NA,NA,NA,NA,NA,NA,90.5,"A",79.8,0.5,124.8,0.5,NA,NA,NA,NA,NA,NA,102.3,"A",1
"507",3145,"Eastern Hancock Co Com Sch Corp","2582","Eastern Hancock Middle School",73.8,0.5,120,0.5,NA,NA,NA,NA,NA,NA,96.9,"A",77.7,0.5,117.2,0.5,NA,NA,NA,NA,NA,NA,97.5,"A",1
"508",3145,"Eastern Hancock Co Com Sch Corp","2585","Eastern Hancock High School",NA,NA,NA,NA,58.7,0.2,127.2,0.2,100,0.6,97.2,"A",NA,NA,NA,NA,61.3,0.2,140.2,0.2,100,0.6,100.3,"A",1
"509",3145,"Eastern Hancock Co Com Sch Corp","2586","Eastern Hancock Elementary School",71.9,0.5,121.9,0.5,NA,NA,NA,NA,NA,NA,96.9,"A",69.3,0.5,117.2,0.5,NA,NA,NA,NA,NA,NA,93.3,"A",1
"510",3160,"Lanesville Community School Corp","2611","Lanesville Elementary School",69.3,0.5,111.1,0.5,NA,NA,NA,NA,NA,NA,90.2,"A",67.9,0.5,104,0.5,NA,NA,NA,NA,NA,NA,86,"B",1
"511",3160,"Lanesville Community School Corp","2613","Lanesville Jr-Sr HS",62.4,0.157,102.2,0.157,51.7,0.137,109.3,0.137,100,0.411,89,"B",61.3,0.159,94.5,0.159,45.6,0.136,124.6,0.136,100,0.409,88.8,"B",1
"512",3180,"North Harrison Com School Corp","2621","Morgan Elementary School",82.5,0.5,110.7,0.5,NA,NA,NA,NA,NA,NA,96.6,"A",81.2,0.5,114.6,0.5,NA,NA,NA,NA,NA,NA,97.9,"A",1
"513",3180,"North Harrison Com School Corp","2625","North Harrison Middle School",70,0.5,94.9,0.5,NA,NA,NA,NA,NA,NA,82.5,"B",66.9,0.5,89.9,0.5,NA,NA,NA,NA,NA,NA,78.4,"C",1
"514",3180,"North Harrison Com School Corp","2629","North Harrison High School",NA,NA,NA,NA,60.3,0.2,93.7,0.2,100,0.6,90.8,"A",NA,NA,NA,NA,53.7,0.2,94.6,0.2,100.3,0.6,89.8,"B",1
"515",3180,"North Harrison Com School Corp","2633","North Harrison Elementary School",71,0.5,102.4,0.5,NA,NA,NA,NA,NA,NA,86.7,"B",67.8,0.5,85,0.5,NA,NA,NA,NA,NA,NA,76.4,"C",1
"516",3190,"South Harrison Com Schools","2640","Corydon Central High School",NA,NA,NA,NA,59.3,0.2,116.2,0.2,100,0.6,95.1,"A",NA,NA,NA,NA,63.9,0.2,114.7,0.2,100.3,0.6,95.9,"A",1
"517",3190,"South Harrison Com Schools","2643","Corydon Central Jr High School",69.2,0.5,108.6,0.5,NA,NA,NA,NA,NA,NA,88.9,"B",68,0.5,99.5,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",1
"518",3190,"South Harrison Com Schools","2645","Corydon Elementary School",70,0.5,118.6,0.5,NA,NA,NA,NA,NA,NA,94.3,"A",76,0.5,101.2,0.5,NA,NA,NA,NA,NA,NA,88.6,"B",1
"519",3190,"South Harrison Com Schools","2649","New Middletown Elementary School",79.7,0.5,104.2,0.5,NA,NA,NA,NA,NA,NA,92,"A",75.9,0.5,102.4,0.5,NA,NA,NA,NA,NA,NA,89.2,"B",1
"520",3190,"South Harrison Com Schools","2653","Heth-Washington Elementary School",68.5,0.5,122.3,0.5,NA,NA,NA,NA,NA,NA,95.4,"A",64.4,0.5,116.9,0.5,NA,NA,NA,NA,NA,NA,90.7,"A",1
"521",3190,"South Harrison Com Schools","2663","Corydon Intermediate School",77.6,0.5,118.6,0.5,NA,NA,NA,NA,NA,NA,98.1,"A",70,0.5,101.2,0.5,NA,NA,NA,NA,NA,NA,85.6,"B",1
"522",3190,"South Harrison Com Schools","2667","South Central Elementary",78,0.5,129.2,0.5,NA,NA,NA,NA,NA,NA,103.6,"A",72.7,0.5,124,0.5,NA,NA,NA,NA,NA,NA,98.4,"A",1
"523",3190,"South Harrison Com Schools","2670","South Central Jr & Sr High School",62.5,0.215,93.9,0.215,51.2,0.114,131.5,0.114,100,0.342,88.7,"B",53.1,0.217,71.5,0.217,42.4,0.113,108.4,0.113,100,0.34,78.1,"C",1
"524",3295,"North West Hendricks Schools","2682","Tri-West Middle School",79.8,0.5,105.3,0.5,NA,NA,NA,NA,NA,NA,92.6,"A",78.1,0.5,94.7,0.5,NA,NA,NA,NA,NA,NA,86.4,"B",1
"525",3295,"North West Hendricks Schools","2684","Pittsboro Primary School",84.6,0.5,100.5,0.5,NA,NA,NA,NA,NA,NA,92.6,"A",83,0.5,101.3,0.5,NA,NA,NA,NA,NA,NA,92.2,"A",1
"526",3295,"North West Hendricks Schools","2685","North Salem Elementary School",87.4,0.5,111.5,0.5,NA,NA,NA,NA,NA,NA,99.5,"A",87.6,0.5,121,0.5,NA,NA,NA,NA,NA,NA,104.3,"A",1
"527",3295,"North West Hendricks Schools","2725","Pittsboro Elementary School",84.6,0.5,100.5,0.5,NA,NA,NA,NA,NA,NA,92.6,"A",83,0.5,101.3,0.5,NA,NA,NA,NA,NA,NA,92.2,"A",1
"528",3295,"North West Hendricks Schools","2731","Tri-West Senior High School",NA,NA,NA,NA,56.7,0.2,76.3,0.2,100,0.6,86.6,"B",NA,NA,NA,NA,69.3,0.2,103.1,0.2,100,0.6,94.5,"A",1
"529",3305,"Brownsburg Community School Corp","2706","Brown Elementary School",93.6,0.5,112.1,0.5,NA,NA,NA,NA,NA,NA,102.9,"A",92.1,0.5,120.2,0.5,NA,NA,NA,NA,NA,NA,106.2,"A",1
"530",3305,"Brownsburg Community School Corp","2709","Brownsburg High School",NA,NA,NA,NA,74.9,0.2,104.9,0.2,100.1,0.6,96,"A",NA,NA,NA,NA,73.8,0.2,102.6,0.2,100,0.6,95.3,"A",1
"531",3305,"Brownsburg Community School Corp","2711","Eagle Elementary School",87.9,0.5,121.2,0.5,NA,NA,NA,NA,NA,NA,104.6,"A",89.2,0.5,120.4,0.5,NA,NA,NA,NA,NA,NA,104.8,"A",1
"532",3305,"Brownsburg Community School Corp","2713","Brownsburg West Middle School",88.3,0.5,110.2,0.5,NA,NA,NA,NA,NA,NA,99.3,"A",91,0.5,114.5,0.5,NA,NA,NA,NA,NA,NA,102.8,"A",1
"533",3305,"Brownsburg Community School Corp","2714","Reagan Elementary School",93.8,0.5,125.8,0.5,NA,NA,NA,NA,NA,NA,109.8,"A",93.4,0.5,118.9,0.5,NA,NA,NA,NA,NA,NA,106.2,"A",1
"534",3305,"Brownsburg Community School Corp","2718","Delaware Trail Elementary School",90.1,0.5,117.2,0.5,NA,NA,NA,NA,NA,NA,103.7,"A",87.3,0.5,108.8,0.5,NA,NA,NA,NA,NA,NA,98.1,"A",1
"535",3305,"Brownsburg Community School Corp","2720","Brownsburg East Middle School",84.8,0.5,110.4,0.5,NA,NA,NA,NA,NA,NA,97.6,"A",86.2,0.5,113.2,0.5,NA,NA,NA,NA,NA,NA,99.7,"A",1
"536",3305,"Brownsburg Community School Corp","2723","White Lick Elementary School",91.9,0.5,103.8,0.5,NA,NA,NA,NA,NA,NA,97.9,"A",93.3,0.5,117.7,0.5,NA,NA,NA,NA,NA,NA,105.5,"A",1
"537",3305,"Brownsburg Community School Corp","2727","Cardinal Elementary School",89.2,0.5,118.4,0.5,NA,NA,NA,NA,NA,NA,103.8,"A",89.9,0.5,123,0.5,NA,NA,NA,NA,NA,NA,106.5,"A",1
"538",3315,"Avon Community School Corp","2726","River Birch Elementary School",77.3,0.5,99.8,0.5,NA,NA,NA,NA,NA,NA,88.6,"B",76.5,0.5,91.1,0.5,NA,NA,NA,NA,NA,NA,83.8,"B",1
"539",3315,"Avon Community School Corp","2728","Avon Intermediate School East",74.2,0.5,93.5,0.5,NA,NA,NA,NA,NA,NA,83.9,"B",73.6,0.5,84.4,0.5,NA,NA,NA,NA,NA,NA,79,"C",1
"540",3315,"Avon Community School Corp","2729","Avon Intermediate School West",73.4,0.5,96.1,0.5,NA,NA,NA,NA,NA,NA,84.8,"B",69.2,0.5,86.5,0.5,NA,NA,NA,NA,NA,NA,77.9,"C",1
"541",3315,"Avon Community School Corp","2730","Avon Middle School North",61.5,0.5,89.4,0.5,NA,NA,NA,NA,NA,NA,75.5,"C",62.5,0.5,94.6,0.5,NA,NA,NA,NA,NA,NA,78.6,"C",1
"542",3315,"Avon Community School Corp","2733","Maple Elementary School",87.3,0.5,126.9,0.5,NA,NA,NA,NA,NA,NA,107.1,"A",80.1,0.5,116,0.5,NA,NA,NA,NA,NA,NA,98.1,"A",1
"543",3315,"Avon Community School Corp","2734","White Oak Elementary School",74,0.5,91.7,0.5,NA,NA,NA,NA,NA,NA,82.9,"B",72.3,0.5,94.8,0.5,NA,NA,NA,NA,NA,NA,83.6,"B",1
"544",3315,"Avon Community School Corp","2735","Sycamore Elementary School",82.3,0.5,119.5,0.5,NA,NA,NA,NA,NA,NA,100.9,"A",82.3,0.5,122.7,0.5,NA,NA,NA,NA,NA,NA,102.5,"A",1
"545",3315,"Avon Community School Corp","2736","Avon Middle School South",67.2,0.5,93.7,0.5,NA,NA,NA,NA,NA,NA,80.5,"B",66.1,0.5,92.7,0.5,NA,NA,NA,NA,NA,NA,79.4,"C",1
"546",3315,"Avon Community School Corp","2737","Avon High School",NA,NA,NA,NA,63.5,0.2,113.1,0.2,100.1,0.6,95.4,"A",NA,NA,NA,NA,63.6,0.2,126.4,0.2,100.1,0.6,98.1,"A",1
"547",3315,"Avon Community School Corp","2738","Cedar Elementary School",72.6,0.5,108.8,0.5,NA,NA,NA,NA,NA,NA,90.7,"A",73.2,0.5,110.9,0.5,NA,NA,NA,NA,NA,NA,92.1,"A",1
"548",3315,"Avon Community School Corp","2739","Pine Tree Elementary School",85.1,0.5,110.7,0.5,NA,NA,NA,NA,NA,NA,97.9,"A",75.8,0.5,101.5,0.5,NA,NA,NA,NA,NA,NA,88.7,"B",1
"549",3315,"Avon Community School Corp","2740","Hickory Elementary School",79.3,0.5,91.3,0.5,NA,NA,NA,NA,NA,NA,85.3,"B",79.4,0.5,88,0.5,NA,NA,NA,NA,NA,NA,83.7,"B",1
"550",3325,"Danville Community School Corp","2721","North Elementary School",80.7,0.5,99.6,0.5,NA,NA,NA,NA,NA,NA,90.2,"A",80.9,0.5,110.2,0.5,NA,NA,NA,NA,NA,NA,95.6,"A",1
"551",3325,"Danville Community School Corp","2741","Danville Community High School",NA,NA,NA,NA,58.4,0.2,116.1,0.2,100,0.6,94.9,"A",NA,NA,NA,NA,55.2,0.2,105.2,0.2,100.3,0.6,92.3,"A",1
"552",3325,"Danville Community School Corp","2743","Danville Middle School",75.2,0.5,108.1,0.5,NA,NA,NA,NA,NA,NA,91.7,"A",79.8,0.5,118.8,0.5,NA,NA,NA,NA,NA,NA,99.3,"A",1
"553",3325,"Danville Community School Corp","2745","South Elementary School",80.7,0.5,99.6,0.5,NA,NA,NA,NA,NA,NA,90.2,"A",80.9,0.5,110.2,0.5,NA,NA,NA,NA,NA,NA,95.6,"A",1
"554",3330,"Plainfield Community School Corp","2748","Clarks Creek Elementary",83.6,0.5,117.8,0.5,NA,NA,NA,NA,NA,NA,100.7,"A",82.8,0.5,100.3,0.5,NA,NA,NA,NA,NA,NA,91.6,"A",1
"555",3330,"Plainfield Community School Corp","2749","Plainfield High School",NA,NA,NA,NA,64.1,0.2,100.9,0.2,100.1,0.6,93.1,"A",NA,NA,NA,NA,66.7,0.2,103.6,0.2,100.5,0.6,94.4,"A",1
"556",3330,"Plainfield Community School Corp","2750","Plainfield Community Middle School",86.2,0.5,114.9,0.5,NA,NA,NA,NA,NA,NA,100.6,"A",85.9,0.5,108.8,0.5,NA,NA,NA,NA,NA,NA,97.4,"A",1
"557",3330,"Plainfield Community School Corp","2751","Central Elementary School",82.7,0.5,114.1,0.5,NA,NA,NA,NA,NA,NA,98.4,"A",87,0.5,127.7,0.5,NA,NA,NA,NA,NA,NA,107.4,"A",1
"558",3330,"Plainfield Community School Corp","2761","Van Buren Elementary School",87.8,0.5,114.6,0.5,NA,NA,NA,NA,NA,NA,101.2,"A",89.2,0.5,114.8,0.5,NA,NA,NA,NA,NA,NA,102,"A",1
"559",3330,"Plainfield Community School Corp","2763","Brentwood Elementary School",83.6,0.5,84.1,0.5,NA,NA,NA,NA,NA,NA,83.9,"B",87.2,0.5,95.9,0.5,NA,NA,NA,NA,NA,NA,91.6,"A",1
"560",3335,"Mill Creek Community Sch Corp","2675","Mill Creek East Elementary",69.4,0.5,95,0.5,NA,NA,NA,NA,NA,NA,82.2,"B",73,0.5,105.6,0.5,NA,NA,NA,NA,NA,NA,89.3,"B",1
"561",3335,"Mill Creek Community Sch Corp","2677","Mill Creek West Elementary",67,0.5,93.3,0.5,NA,NA,NA,NA,NA,NA,80.2,"B",73.2,0.5,113.4,0.5,NA,NA,NA,NA,NA,NA,93.3,"A",1
"562",3335,"Mill Creek Community Sch Corp","2687","Cascade Middle School",70.6,0.5,102.9,0.5,NA,NA,NA,NA,NA,NA,86.8,"B",70.2,0.5,114.2,0.5,NA,NA,NA,NA,NA,NA,92.2,"A",1
"563",3335,"Mill Creek Community Sch Corp","2692","Cascade Senior High School",NA,NA,NA,NA,62.2,0.2,122.9,0.2,100,0.6,97,"A",NA,NA,NA,NA,52.9,0.2,123.8,0.2,100,0.6,95.3,"A",1
"564",3405,"Blue River Valley Schools","2801","Blue River Valley Jr-Sr High Sch",51.8,0.168,83.9,0.168,48.8,0.266,NA,NA,94.1,0.399,73.3,"C",36.1,0.173,63.2,0.173,35.4,0.131,99.8,0.131,100,0.392,74.1,"C",1
"565",3405,"Blue River Valley Schools","2803","Blue River Valley Elementary Sch",68.3,0.5,103.9,0.5,NA,NA,NA,NA,NA,NA,86.1,"B",59.1,0.5,90.7,0.5,NA,NA,NA,NA,NA,NA,74.9,"C",1
"566",3415,"South Henry School Corp","2773","Tri Junior-Senior High School",41.9,0.152,74.4,0.152,37.3,0.139,82.8,0.139,100,0.417,76.1,"C",43.7,0.207,93,0.207,36.2,0.117,110,0.117,100,0.351,80.5,"B",1
"567",3415,"South Henry School Corp","2777","Tri-Elementary School",56.7,0.5,87.2,0.5,NA,NA,NA,NA,NA,NA,72,"C",57.2,0.5,72.9,0.5,NA,NA,NA,NA,NA,NA,65.1,"D",1
"568",3435,"Shenandoah School Corporation","2815","Shenandoah Elementary School",77.6,0.5,107.1,0.5,NA,NA,NA,NA,NA,NA,92.4,"A",76.5,0.5,104.3,0.5,NA,NA,NA,NA,NA,NA,90.4,"A",1
"569",3435,"Shenandoah School Corporation","2817","Shenandoah High School",NA,NA,NA,NA,60.4,0.2,103.7,0.2,100,0.6,92.8,"A",NA,NA,NA,NA,54.2,0.2,114,0.2,92.5,0.6,89.1,"B",1
"570",3435,"Shenandoah School Corporation","2819","Shenandoah Middle School",67.8,0.5,101.1,0.5,NA,NA,NA,NA,NA,NA,84.5,"B",68.5,0.5,102.7,0.5,NA,NA,NA,NA,NA,NA,85.6,"B",1
"571",3445,"New Castle Community School Corp","2825","New Castle High School",NA,NA,NA,NA,48.6,0.2,87.7,0.2,100.6,0.6,87.6,"B",NA,NA,NA,NA,36.5,0.2,80.8,0.2,100.2,0.6,83.6,"B",1
"572",3445,"New Castle Community School Corp","2829","New Castle Middle School",57.6,0.5,91.3,0.5,NA,NA,NA,NA,NA,NA,74.5,"C",52.3,0.5,83.1,0.5,NA,NA,NA,NA,NA,NA,67.7,"D",1
"573",3445,"New Castle Community School Corp","2832","Eastwood Elementary School",49.7,0.5,92.9,0.5,NA,NA,NA,NA,NA,NA,71.3,"C",55.7,0.5,107.2,0.5,NA,NA,NA,NA,NA,NA,81.5,"B",1
"574",3445,"New Castle Community School Corp","2847","Parker Elementary School",55.4,0.5,85.9,0.5,NA,NA,NA,NA,NA,NA,70.7,"C",46.7,0.5,85.1,0.5,NA,NA,NA,NA,NA,NA,65.9,"D",1
"575",3445,"New Castle Community School Corp","2849","James Whitcomb Riley Elem School",81.2,0.5,81.9,0.5,NA,NA,NA,NA,NA,NA,81.6,"B",79.6,0.5,79,0.5,NA,NA,NA,NA,NA,NA,79.3,"C",1
"576",3445,"New Castle Community School Corp","2853","Sunnyside Elementary School",62.4,0.5,92.9,0.5,NA,NA,NA,NA,NA,NA,77.7,"C",64.8,0.5,107.2,0.5,NA,NA,NA,NA,NA,NA,86,"B",1
"577",3445,"New Castle Community School Corp","2861","Westwood Elementary School",73.9,0.5,97.9,0.5,NA,NA,NA,NA,NA,NA,85.9,"B",70.4,0.5,82,0.5,NA,NA,NA,NA,NA,NA,76.2,"C",1
"578",3445,"New Castle Community School Corp","2865","Wilbur Wright Elementary School",56.2,0.5,80.4,0.5,NA,NA,NA,NA,NA,NA,68.3,"D",57.8,0.5,100.5,0.5,NA,NA,NA,NA,NA,NA,79.2,"C",1
"579",3455,"C A Beard Memorial School Corp","2869","Knightstown High School",NA,NA,NA,NA,35.8,0.2,108.3,0.2,100,0.6,88.8,"B",NA,NA,NA,NA,45.8,0.2,122.3,0.2,100.5,0.6,93.9,"A",1
"580",3455,"C A Beard Memorial School Corp","2870","Knightstown Intermediate School",59.5,0.5,95.1,0.5,NA,NA,NA,NA,NA,NA,77.3,"C",59,0.5,91.3,0.5,NA,NA,NA,NA,NA,NA,75.2,"C",1
"581",3455,"C A Beard Memorial School Corp","2887","Knightstown Elementary School",73.1,0.5,95.1,0.5,NA,NA,NA,NA,NA,NA,84.1,"B",80.3,0.5,91.3,0.5,NA,NA,NA,NA,NA,NA,85.8,"B",1
"582",3460,"Taylor Community School Corp","2894","Taylor High School",NA,NA,NA,NA,48.1,0.2,110.8,0.2,92.2,0.6,87.1,"B",NA,NA,NA,NA,45.3,0.2,118.2,0.2,93.5,0.6,88.8,"B",1
"583",3460,"Taylor Community School Corp","2895","Taylor Elementary School",40.7,0.5,75.1,0.5,NA,NA,NA,NA,NA,NA,57.9,"F",41.2,0.5,95.6,0.5,NA,NA,NA,NA,NA,NA,68.4,"D",1
"584",3460,"Taylor Community School Corp","2896","Taylor Middle School",49.6,0.5,113,0.5,NA,NA,NA,NA,NA,NA,81.3,"B",46.9,0.5,105.2,0.5,NA,NA,NA,NA,NA,NA,76.1,"C",1
"585",3470,"Northwestern School Corp","2897","Northwestern Senior High School",NA,NA,NA,NA,59.8,0.2,120,0.2,100,0.6,96,"A",NA,NA,NA,NA,66.9,0.2,120,0.2,100.5,0.6,97.7,"A",1
"586",3470,"Northwestern School Corp","2904","Northwestern Elementary School",70.4,0.5,88,0.5,NA,NA,NA,NA,NA,NA,79.2,"C",66.2,0.5,82.7,0.5,NA,NA,NA,NA,NA,NA,74.5,"C",1
"587",3470,"Northwestern School Corp","2905","Howard Elementary School",66,0.5,98.2,0.5,NA,NA,NA,NA,NA,NA,82.1,"B",65.4,0.5,106.1,0.5,NA,NA,NA,NA,NA,NA,85.8,"B",1
"588",3470,"Northwestern School Corp","2907","Northwestern Middle School",67.3,0.5,120.4,0.5,NA,NA,NA,NA,NA,NA,93.9,"A",65.9,0.5,107.4,0.5,NA,NA,NA,NA,NA,NA,86.7,"B",1
"589",3480,"Eastern Howard School Corporation","2909","Eastern Elementary School",69,0.5,110.5,0.5,NA,NA,NA,NA,NA,NA,89.8,"B",68.2,0.5,107.3,0.5,NA,NA,NA,NA,NA,NA,87.8,"B",1
"590",3480,"Eastern Howard School Corporation","2919","Eastern High School",NA,NA,NA,NA,57.7,0.2,126.3,0.2,100,0.6,96.8,"A",NA,NA,NA,NA,74.7,0.2,146.1,0.2,100,0.6,104.2,"A",1
"591",3490,"Western School Corporation","2921","Western High School",NA,NA,NA,NA,60.5,0.2,101.6,0.2,100,0.6,92.4,"A",NA,NA,NA,NA,61.6,0.2,100.8,0.2,100.6,0.6,92.8,"A",1
"592",3490,"Western School Corporation","2922","Western Middle School",70.4,0.5,104.2,0.5,NA,NA,NA,NA,NA,NA,87.3,"B",73.7,0.5,109,0.5,NA,NA,NA,NA,NA,NA,91.4,"A",1
"593",3490,"Western School Corporation","2923","Western Intermediate School",79.3,0.5,117.4,0.5,NA,NA,NA,NA,NA,NA,98.4,"A",78,0.5,100.5,0.5,NA,NA,NA,NA,NA,NA,89.3,"B",1
"594",3490,"Western School Corporation","2935","Western Primary School",79.3,0.5,117.4,0.5,NA,NA,NA,NA,NA,NA,98.4,"A",78,0.5,100.5,0.5,NA,NA,NA,NA,NA,NA,89.3,"B",1
"595",3500,"Kokomo School Corporation","2943","Sycamore Elementary School",54.8,0.5,100.1,0.5,NA,NA,NA,NA,NA,NA,77.5,"C",50.5,0.5,105.4,0.5,NA,NA,NA,NA,NA,NA,78,"C",1
"596",3500,"Kokomo School Corporation","2945","Bon Air Elementary School",27.9,0.5,65.4,0.5,NA,NA,NA,NA,NA,NA,46.7,"F",42.6,0.5,128.6,0.5,NA,NA,NA,NA,NA,NA,85.6,"B",1
"597",3500,"Kokomo School Corporation","2947","Boulevard Elementary School",45.4,0.5,77.2,0.5,NA,NA,NA,NA,NA,NA,61.3,"D",51.8,0.5,107.4,0.5,NA,NA,NA,NA,NA,NA,79.6,"C",1
"598",3500,"Kokomo School Corporation","2951","Bon Air Middle School",25.4,0.5,80.5,0.5,NA,NA,NA,NA,NA,NA,53,"F",22,0.5,93.2,0.5,NA,NA,NA,NA,NA,NA,57.6,"F",1
"599",3500,"Kokomo School Corporation","2955","Central Middle School",53.6,0.5,79.5,0.5,NA,NA,NA,NA,NA,NA,66.6,"D",49.4,0.5,72.7,0.5,NA,NA,NA,NA,NA,NA,61.1,"D",1
"600",3500,"Kokomo School Corporation","2961","Elwood Haynes Elementary School",34.4,0.5,80,0.5,NA,NA,NA,NA,NA,NA,57.2,"F",38.1,0.5,98.2,0.5,NA,NA,NA,NA,NA,NA,68.2,"D",1
